Poczatek sesji;Koniec sesji;Adres strony;Adres IP
1979-02-20 18:40:11;2006-10-08 08:36:50;martinez-phillips.net;214.71.212.46
1981-12-01 11:29:11;1983-08-18 13:44:21;george.com;164.175.55.106
2007-03-13 08:23:42;1975-12-05 14:14:51;chase-martinez.com;98.157.160.249
2011-10-06 00:09:35;2000-10-09 04:06:24;allen.com;154.107.190.213
1971-03-30 17:57:54;1992-08-14 22:19:07;barajas.com;115.92.71.122
1981-07-17 18:34:00;1981-05-12 19:45:57;ramos.info;72.82.105.165
1975-01-24 19:21:59;2002-06-26 20:15:36;ramos.info;62.135.133.232
1971-10-13 23:23:18;2021-06-09 17:40:06;martinez-phillips.net;133.115.88.0
2011-03-20 04:48:52;1981-02-08 03:22:14;martinez-phillips.net;60.160.57.246
1994-06-03 18:10:40;1994-09-25 04:49:46;huff.com;1.143.250.143
2009-07-25 06:18:05;1998-03-23 17:01:55;owen.biz;30.167.161.218
2023-10-18 03:53:05;1999-03-14 13:19:47;martinez-phillips.net;26.45.38.35
2008-03-04 14:14:22;1996-04-24 18:30:20;owen.biz;177.228.175.105
1971-06-11 08:37:35;1973-02-20 03:07:48;mclean.biz;36.133.164.168
2020-04-30 19:28:46;1994-01-20 01:29:15;huff.com;140.164.46.13
1986-05-29 12:59:06;2015-09-16 20:21:47;patel-martinez.com;53.198.106.122
1982-08-18 19:18:05;1993-04-04 14:22:35;jones.org;98.29.13.205
2016-09-28 17:58:18;2017-12-05 01:32:44;ramos.info;180.255.102.221
1978-11-29 07:08:37;2022-04-20 11:57:50;ramos.info;140.103.171.60
2007-09-24 00:45:30;2007-09-18 14:57:12;owen.biz;15.0.43.8
1986-11-01 09:05:53;1979-11-06 16:59:21;mclean.biz;198.197.1.128
2001-10-13 01:42:45;1999-02-09 23:22:04;patel-martinez.com;70.38.73.147
1984-02-23 17:54:34;1997-12-29 15:23:40;chase-martinez.com;197.112.131.186
2018-07-19 07:17:08;2005-01-08 16:41:27;ramos.info;114.69.167.225
1996-05-01 05:52:06;1996-02-17 20:00:33;williams.com;190.206.159.189
2015-07-11 10:09:55;1991-02-13 22:28:39;mclean.biz;217.94.199.133
2002-05-11 08:39:31;2012-07-18 18:54:59;mclean.biz;200.174.8.130
1991-07-28 01:05:32;1999-07-29 19:57:09;chase-martinez.com;185.32.24.17
1996-04-05 04:38:10;2023-12-29 01:39:10;huff.com;3.247.192.186
1995-02-06 09:02:50;1976-12-06 16:10:04;patel-martinez.com;125.4.207.73
2006-12-14 22:17:28;2017-10-10 04:29:54;barajas.com;23.0.187.92
1981-04-08 12:34:59;1993-08-14 18:06:54;patterson.com;182.220.240.110
1995-08-17 14:52:12;1973-06-30 21:42:15;barajas.com;153.122.51.78
1972-11-04 02:16:28;1992-04-10 00:26:38;huff.com;104.94.29.48
2001-04-09 15:25:41;1984-05-29 07:40:06;barajas.com;49.205.175.97
1996-03-03 02:51:43;1995-01-25 22:46:00;martinez-phillips.net;171.33.106.77
2003-06-02 00:54:15;2014-08-13 22:08:42;jacobson.com;97.36.108.103
2006-06-13 12:18:28;1988-07-26 03:23:09;ramos.info;142.231.31.72
1983-11-03 09:12:40;2013-04-24 11:12:32;jones.org;90.50.200.127
1998-09-29 10:31:29;1973-08-17 08:41:55;valdez-hernandez.net;101.155.49.128
1979-10-30 06:05:59;2014-03-14 04:31:18;berger.net;103.43.77.246
2022-11-26 14:46:04;2009-08-05 10:03:00;jones.org;214.21.218.121
1976-10-29 15:59:35;1975-03-07 13:34:45;owen.biz;105.82.81.33
2003-02-09 20:16:46;2011-06-02 20:49:53;allen.com;131.86.71.107
2014-05-17 08:32:16;1974-04-04 03:27:13;owen.biz;68.26.96.20
2006-08-22 06:22:04;1996-06-02 09:10:01;martinez-phillips.net;44.230.243.149
1981-10-26 19:35:32;2012-02-16 17:56:17;williams.com;156.172.70.212
2014-10-06 21:01:14;1974-09-02 00:42:08;allen.com;24.21.105.98
1989-01-30 08:16:55;1993-07-17 07:28:00;martinez-phillips.net;130.226.70.244
1973-07-09 06:19:33;2019-04-02 02:04:57;patel-martinez.com;215.239.54.93
2007-06-22 18:33:04;1988-07-24 21:34:38;frederick.org;123.95.169.216
1986-11-04 04:33:33;1984-07-18 00:48:28;martinez-phillips.net;174.127.201.78
2007-11-23 09:24:46;1991-07-14 20:52:53;owen.biz;140.231.110.42
1997-04-10 18:58:53;2015-12-27 00:46:27;patel-martinez.com;121.111.2.50
2008-06-28 23:40:12;2020-07-21 07:21:53;huff.com;37.6.238.23
1975-11-23 12:11:49;2005-07-22 05:46:13;patton.org;125.255.75.74
2014-11-11 07:52:26;2012-04-20 04:28:09;patterson.com;125.37.132.59
1977-06-07 20:33:31;2019-03-28 23:02:30;jones.org;200.48.77.25
2022-08-16 06:44:24;1999-08-23 12:34:50;patel-martinez.com;145.91.11.221
1990-08-11 12:50:17;1978-03-23 20:17:19;green.info;216.208.159.85
1991-08-27 02:57:37;2015-12-06 03:41:52;frederick.org;91.13.166.110
2016-05-14 07:43:59;2022-03-10 06:33:22;chase-martinez.com;207.61.212.89
1994-05-01 17:28:42;2020-10-10 02:26:30;patton.org;206.141.50.241
1970-06-09 01:59:10;1978-12-29 14:49:49;martinez-phillips.net;40.126.57.228
2001-07-04 11:45:26;2003-12-09 16:29:46;patel-martinez.com;216.186.227.204
1978-10-06 14:40:55;2005-05-26 14:43:51;patterson.com;17.242.126.4
2006-04-17 05:01:51;1983-05-07 17:40:57;chase-martinez.com;51.112.48.208
2003-04-09 20:02:44;1975-10-11 02:56:33;frederick.org;18.251.194.43
1993-06-01 01:50:08;1975-08-01 03:12:03;ramos.info;92.23.169.197
1994-09-09 22:34:47;1988-12-12 19:48:31;huff.com;106.78.255.7
1977-07-14 23:27:19;2001-08-19 20:02:21;robinson-coleman.net;198.43.70.23
1983-04-28 19:13:47;1976-10-05 09:21:37;barajas.com;50.225.228.44
1972-06-19 15:11:52;2019-03-09 07:42:22;green.info;97.94.171.113
1970-07-25 18:05:23;2006-11-18 07:06:08;patterson.com;204.232.99.2
1972-09-01 19:05:50;1992-09-11 02:17:45;williams.com;57.6.73.198
2005-02-17 03:16:00;1993-01-21 08:21:08;george.com;29.4.138.93
1997-04-14 06:41:42;1998-01-24 22:34:07;jacobson.com;29.173.238.2
2006-06-27 15:53:04;2002-06-17 14:07:43;jacobson.com;51.204.134.175
2012-05-30 17:36:25;1990-12-28 10:29:51;valdez-hernandez.net;211.125.179.112
2020-07-23 05:38:50;1993-03-16 19:18:24;ramos.info;68.141.228.208
2005-01-21 20:10:26;2000-01-03 10:09:29;patterson.com;31.94.209.148
1996-02-13 06:34:59;1983-07-28 09:32:46;frederick.org;61.124.22.240
1997-11-21 15:50:50;1992-10-22 19:13:26;patterson.com;72.222.245.91
1996-12-13 09:42:15;1999-06-30 11:37:24;allen.com;34.202.120.107
2015-05-27 17:54:34;2008-01-28 18:42:35;valdez-hernandez.net;185.16.78.182
2020-05-21 19:06:44;1988-08-08 19:04:35;valdez-hernandez.net;122.242.224.253
1982-04-02 08:27:26;1987-12-12 12:42:57;martinez-phillips.net;106.203.223.171
1977-01-24 17:29:29;1986-03-29 04:47:49;green.info;165.114.89.246
1998-04-02 08:47:27;1994-12-11 09:09:09;jacobson.com;140.102.40.80
1991-07-15 15:57:45;2019-03-01 12:11:49;martinez-phillips.net;162.145.99.79
1974-11-09 17:41:29;2000-08-07 08:49:17;owen.biz;50.212.233.198
1996-02-01 21:11:03;2001-05-28 04:27:34;martinez-phillips.net;157.126.225.236
1998-10-22 01:08:08;2014-12-22 03:22:50;barajas.com;43.44.230.68
1994-10-02 06:11:10;2004-10-10 05:11:17;patterson.com;123.27.48.137
1986-04-07 17:00:10;2015-08-09 07:00:41;owen.biz;92.243.5.183
1993-09-12 06:19:15;2011-04-27 19:13:31;owen.biz;67.178.148.187
2004-11-03 15:00:20;1994-06-12 17:04:37;green.info;215.146.132.95
1979-10-18 22:05:55;2016-09-24 21:25:40;williams.com;44.44.252.65
1999-02-23 05:17:27;1970-11-01 05:25:48;jacobson.com;38.153.16.173
2007-04-02 15:23:13;1997-12-04 15:18:40;owen.biz;169.227.89.33
2012-07-13 15:27:43;2000-07-04 22:26:31;chase-martinez.com;4.9.181.213
1974-03-26 02:30:13;2002-05-03 16:56:25;robinson-coleman.net;78.218.124.203
2013-02-23 17:09:50;2013-03-03 15:04:57;huff.com;209.219.109.68
1982-06-07 11:31:53;2015-02-09 10:51:44;robinson-coleman.net;31.52.110.47
2007-05-16 09:10:35;1995-09-12 14:51:36;allen.com;158.191.12.141
1994-09-17 11:33:39;2012-05-01 11:39:00;robinson-coleman.net;129.189.117.121
1970-10-22 17:50:02;1977-02-25 18:58:19;valdez-hernandez.net;1.229.150.18
2017-06-20 09:23:12;1991-09-22 13:03:40;allen.com;181.46.198.153
1982-08-05 02:47:37;2002-03-10 08:42:01;george.com;1.4.104.203
2006-11-10 09:23:28;2017-07-10 16:04:30;huff.com;22.141.173.142
1996-02-04 22:04:52;2000-10-06 22:02:58;frederick.org;124.167.78.61
1975-05-05 05:40:32;2016-12-12 19:47:34;allen.com;221.198.46.147
2018-07-25 10:35:30;2007-03-24 01:26:36;allen.com;110.222.73.21
1994-04-09 00:00:11;1973-05-07 19:21:47;patton.org;143.223.185.56
1991-03-27 14:50:33;1999-06-16 22:30:43;mclean.biz;6.127.152.128
1990-11-15 13:34:04;1996-10-22 00:57:48;chase-martinez.com;213.209.164.138
2007-03-18 10:59:42;1990-08-05 00:13:39;owen.biz;8.197.107.113
2010-03-26 06:27:42;2022-11-19 03:28:03;chase-martinez.com;123.37.11.180
1993-01-21 16:42:07;1990-11-09 07:27:34;valdez-hernandez.net;66.227.179.122
1972-02-12 06:14:50;2011-09-05 23:47:27;huff.com;195.174.118.4
2017-08-05 18:20:24;1994-07-04 11:43:49;patterson.com;16.206.124.134
1987-05-10 02:53:34;1979-08-10 19:21:08;williams.com;36.11.44.159
1985-02-22 17:22:32;1988-02-07 17:31:44;chase-martinez.com;23.81.218.151
1999-11-30 20:59:34;1972-10-24 21:52:33;ramos.info;173.108.174.115
2017-08-19 01:59:49;2000-10-19 00:04:11;george.com;185.74.36.68
1980-12-11 11:19:21;2016-07-01 10:33:29;ramos.info;18.121.160.125
2015-01-11 05:46:15;2022-12-02 05:06:32;chase-martinez.com;154.52.245.148
1976-01-20 06:38:31;1996-05-30 01:13:45;berger.net;175.167.153.233
1981-02-02 06:40:33;2014-12-11 13:28:58;jones.org;161.91.107.172
1973-11-04 03:53:59;2010-10-18 23:07:32;chase-martinez.com;40.37.56.170
2009-02-09 03:45:58;1972-04-22 21:09:33;ramos.info;182.110.96.187
1991-03-24 23:48:06;1976-06-30 05:56:39;mclean.biz;197.59.213.32
1998-01-11 01:22:10;2013-06-03 16:38:20;valdez-hernandez.net;56.2.111.160
2018-05-09 13:19:00;1989-10-24 13:23:51;huff.com;72.12.61.4
1998-10-02 04:54:45;2018-03-10 18:41:19;patterson.com;143.72.177.186
2007-12-27 21:24:54;1978-12-07 00:39:24;patel-martinez.com;106.231.192.196
2009-10-07 05:11:46;1999-08-06 01:08:25;chase-martinez.com;148.74.77.205
1986-10-26 08:38:09;1996-01-14 14:56:06;allen.com;95.174.50.103
2004-05-04 22:12:40;2017-11-25 17:09:43;ramos.info;110.232.163.185
1984-11-24 05:09:00;2005-01-25 02:22:04;martinez-phillips.net;61.56.69.102
1994-10-24 12:57:21;2014-10-13 17:41:45;williams.com;33.141.61.98
1976-12-05 20:05:59;2017-07-24 18:49:36;williams.com;209.209.251.221
2010-08-09 05:54:10;1992-02-27 10:08:29;berger.net;190.176.85.220
2012-06-10 04:24:29;1985-07-14 13:38:03;patterson.com;174.208.230.112
2004-07-11 02:36:17;1999-02-01 03:13:47;valdez-hernandez.net;132.48.82.243
1994-01-01 03:30:03;1980-07-20 03:19:20;patterson.com;217.5.231.1
1986-04-07 09:36:29;2021-01-29 07:05:16;ramos.info;188.71.90.9
2004-06-22 02:19:09;1991-12-22 13:21:03;valdez-hernandez.net;59.247.244.206
1978-05-08 16:28:26;2004-07-17 18:21:35;allen.com;110.39.233.60
1984-12-23 08:33:01;1982-06-26 14:08:17;allen.com;56.218.240.202
2018-06-11 02:49:51;1996-10-10 02:10:17;patel-martinez.com;142.175.251.164
2009-10-19 06:37:59;2014-08-13 17:37:42;barajas.com;170.175.165.146
1991-09-18 13:26:06;1984-09-03 21:59:49;george.com;174.94.176.49
1986-05-01 07:01:47;2001-01-17 16:50:58;robinson-coleman.net;101.166.201.66
2006-04-27 17:58:27;1985-07-08 02:48:57;martinez-phillips.net;206.46.235.9
2008-09-05 21:25:03;1998-08-05 12:17:35;huff.com;131.37.91.58
1994-11-07 07:09:07;1987-05-14 03:47:00;frederick.org;157.236.185.187
1971-03-06 12:24:08;2003-12-29 03:47:32;owen.biz;46.151.62.71
1983-12-20 21:03:25;2024-03-06 05:20:57;george.com;100.203.123.60
1980-01-30 12:29:45;1987-01-07 06:41:37;barajas.com;46.80.6.56
2008-03-07 09:17:50;1994-11-14 15:14:27;berger.net;118.72.194.225
1983-09-13 14:34:56;1991-12-11 04:28:48;jones.org;105.123.128.147
2010-11-09 01:10:58;1985-05-01 18:46:55;robinson-coleman.net;172.9.3.210
2010-12-17 07:47:12;1979-05-30 21:07:35;williams.com;63.23.184.110
2005-03-27 21:21:31;2010-12-15 16:24:22;robinson-coleman.net;207.249.86.14
2013-06-08 03:34:20;2022-06-25 09:06:49;owen.biz;200.225.239.188
1988-02-15 14:30:05;2000-12-26 16:56:45;allen.com;133.53.226.250
1996-10-22 22:32:47;1978-06-13 11:57:08;chase-martinez.com;170.151.71.117
2017-02-25 00:30:21;2018-09-08 00:42:07;chase-martinez.com;179.223.117.63
1994-11-27 04:20:00;1991-08-01 06:16:14;berger.net;150.186.95.149
2005-03-27 07:32:07;2009-10-13 04:04:09;huff.com;19.240.177.253
1970-12-15 23:33:55;1985-05-20 13:50:31;barajas.com;151.70.116.100
2000-03-20 00:52:24;1983-11-30 22:49:18;mclean.biz;19.11.154.212
1995-04-08 12:55:45;1981-07-06 16:55:31;chase-martinez.com;64.168.194.185
2006-09-19 23:46:18;1994-06-04 16:25:28;george.com;24.63.237.124
1972-10-05 01:56:58;2014-08-31 21:06:28;jacobson.com;120.140.173.194
1990-03-05 17:05:55;1989-08-17 03:50:55;allen.com;152.236.172.226
1995-12-15 20:05:05;2023-06-06 02:11:55;chase-martinez.com;60.15.114.122
2002-01-07 21:09:11;2005-08-19 13:33:16;martinez-phillips.net;112.76.156.69
2014-06-28 08:33:37;1989-12-29 12:18:04;patel-martinez.com;207.138.136.142
1999-01-01 03:09:54;1994-08-17 20:47:45;chase-martinez.com;89.5.132.99
2020-03-26 20:24:34;1979-04-09 05:40:07;martinez-phillips.net;91.33.226.102
1990-10-27 04:35:54;1978-12-04 03:35:00;frederick.org;181.21.45.146
2013-06-07 21:58:37;2021-07-31 07:26:50;george.com;195.92.69.196
1981-03-24 04:10:04;1998-07-18 03:11:46;patton.org;42.85.195.196
2005-10-12 13:06:20;2011-10-12 04:22:08;patterson.com;81.19.184.17
1976-07-18 20:18:32;2006-11-09 05:38:53;berger.net;38.53.251.213
2004-02-08 19:30:25;1974-01-19 13:00:46;frederick.org;220.74.199.151
2011-01-11 09:54:18;1994-01-19 14:07:31;huff.com;136.229.193.149
1996-06-13 02:58:41;2017-06-21 14:44:29;owen.biz;20.136.152.198
2016-02-10 00:24:31;2002-03-12 02:26:55;jacobson.com;181.40.10.153
2012-12-18 15:59:33;2023-08-02 15:06:14;frederick.org;189.77.52.192
1993-10-26 18:17:32;2001-03-28 02:36:04;owen.biz;200.156.209.189
2012-11-23 21:28:41;1990-12-20 03:13:20;barajas.com;133.129.133.40
2014-11-11 12:55:23;2012-03-17 02:59:47;green.info;172.71.45.168
2001-07-17 13:31:00;2019-04-21 05:49:08;williams.com;68.135.243.185
1984-02-09 21:55:09;1976-03-14 10:00:37;allen.com;65.74.31.218
1989-01-02 08:44:24;2003-06-15 14:37:43;martinez-phillips.net;40.233.95.217
1993-11-10 06:30:25;1992-07-21 14:21:45;george.com;201.99.21.232
1983-07-26 19:22:54;1983-12-29 09:13:56;valdez-hernandez.net;49.83.25.96
1979-09-16 21:25:41;2009-09-22 20:08:42;ramos.info;45.119.35.52
2018-12-31 10:54:58;1982-09-14 02:42:17;barajas.com;174.210.64.2
1986-10-08 05:06:46;1977-11-21 06:29:03;owen.biz;160.140.168.40
2013-09-22 05:13:54;1981-02-07 15:03:38;allen.com;114.77.28.0
1976-01-11 00:10:51;2004-12-19 04:15:37;allen.com;206.218.78.4
2005-02-05 01:24:13;2008-06-29 17:46:34;patton.org;36.194.111.41
1987-06-23 12:58:41;2020-04-10 13:47:20;allen.com;137.149.207.241
2021-09-29 09:38:37;2006-11-16 16:04:17;george.com;117.150.78.210
2017-05-24 15:25:57;2016-05-07 02:19:51;chase-martinez.com;102.46.223.172
1971-07-20 18:17:39;2008-03-30 00:28:29;huff.com;211.207.105.145
1989-09-19 22:33:37;2002-11-28 22:33:29;patel-martinez.com;139.21.35.249
2013-06-25 05:39:49;1993-02-14 22:19:10;patel-martinez.com;214.187.15.64
1975-02-15 00:47:21;1999-07-18 14:17:47;robinson-coleman.net;20.203.231.53
2006-03-23 09:47:19;2007-10-20 21:05:23;green.info;30.177.154.187
2009-03-19 04:11:25;1973-10-30 13:19:59;williams.com;133.170.175.54
2012-12-15 19:24:23;2015-04-21 20:18:18;huff.com;103.110.68.251
1995-06-23 09:12:17;2021-09-05 08:07:34;allen.com;116.39.121.132
2013-03-30 09:34:45;2011-11-19 15:49:07;patel-martinez.com;75.116.192.78
1973-12-01 06:07:24;1998-12-31 14:22:48;chase-martinez.com;151.195.202.24
1984-06-27 19:02:18;1985-10-27 23:47:36;jacobson.com;191.255.119.21
1976-04-03 10:54:51;1974-02-03 21:23:15;patterson.com;50.75.64.230
1978-02-04 08:55:01;1984-07-27 16:30:30;patton.org;149.143.223.27
1992-10-29 15:26:51;2018-01-25 23:39:16;jacobson.com;217.125.80.73
1974-12-19 16:45:13;1989-03-31 02:08:01;huff.com;86.244.115.46
1988-06-23 16:40:12;1972-01-27 09:46:53;mclean.biz;108.235.241.77
2024-03-31 23:02:14;1979-03-14 21:46:54;green.info;200.140.255.167
1978-05-10 13:40:26;1971-12-25 23:47:16;berger.net;69.89.155.79
2022-09-22 11:47:06;2021-09-11 05:13:58;patterson.com;78.45.58.228
2009-11-22 15:47:44;2015-05-14 21:50:29;robinson-coleman.net;135.10.102.172
1978-07-14 07:34:06;2001-05-23 09:53:36;martinez-phillips.net;134.91.13.185
1982-02-04 06:57:20;1973-01-31 08:34:51;berger.net;187.130.199.34
2006-11-20 01:05:55;1974-02-13 02:00:50;martinez-phillips.net;121.155.48.253
1999-10-08 12:55:34;1988-04-24 18:53:51;jacobson.com;163.81.200.38
2020-01-05 16:40:31;2023-06-05 07:49:25;berger.net;208.176.183.115
2007-04-08 21:29:59;2013-03-18 19:04:08;allen.com;203.165.167.238
2017-08-27 05:27:17;1987-06-14 10:20:58;chase-martinez.com;106.175.22.242
1992-08-02 23:51:48;2023-08-30 16:26:30;owen.biz;87.57.174.136
2023-12-30 21:00:14;1999-03-14 20:50:13;valdez-hernandez.net;163.24.69.63
1985-11-09 17:40:33;1981-10-17 14:53:19;allen.com;124.34.130.118
2013-09-20 03:02:28;1995-05-02 10:36:32;huff.com;165.100.200.150
1988-12-13 05:32:15;2018-10-25 14:42:11;huff.com;174.227.234.237
2009-01-28 18:20:47;1975-02-12 17:51:43;huff.com;167.138.115.127
2012-09-17 20:14:05;1996-04-10 15:53:42;berger.net;27.180.162.0
1981-05-28 04:25:37;1992-07-24 00:43:48;valdez-hernandez.net;57.245.17.165
1986-12-17 08:02:39;1996-11-27 22:44:29;barajas.com;140.179.10.120
1982-09-10 05:05:29;2008-10-07 07:07:07;patton.org;206.146.199.113
1980-10-18 21:36:51;2010-09-18 16:00:14;mclean.biz;1.169.28.121
2013-12-26 10:26:51;1979-12-26 23:47:38;valdez-hernandez.net;189.54.176.24
1995-09-20 20:59:03;1978-02-19 19:53:47;robinson-coleman.net;57.216.247.199
1997-05-31 16:04:43;2002-09-24 23:19:43;williams.com;33.56.125.118
2002-03-04 11:38:21;2003-03-06 17:14:29;valdez-hernandez.net;102.116.50.99
2003-10-28 01:48:08;1989-10-07 21:14:09;owen.biz;116.244.61.219
2009-05-06 03:20:39;1977-06-08 00:19:51;martinez-phillips.net;136.87.145.184
2000-07-26 18:58:49;1981-09-20 18:24:00;jacobson.com;101.70.127.164
2017-04-14 00:12:06;2016-06-05 06:04:41;ramos.info;151.184.98.237
1972-12-11 08:13:11;2006-06-25 13:56:27;allen.com;188.98.54.245
2004-03-23 00:27:20;2014-10-14 02:36:36;allen.com;212.45.43.189
2003-02-13 14:58:08;2017-12-17 15:28:24;patel-martinez.com;36.17.165.74
1987-11-08 07:42:26;2006-06-15 08:11:49;patel-martinez.com;114.224.13.113
1983-08-27 18:45:02;1976-05-17 14:28:42;martinez-phillips.net;194.138.125.187
2007-04-27 12:36:31;1992-01-21 02:05:20;owen.biz;213.136.101.104
1972-10-02 06:02:13;2011-07-19 09:35:19;ramos.info;23.70.28.223
1989-12-03 13:59:49;1996-05-10 23:16:05;valdez-hernandez.net;192.19.220.209
2002-12-25 18:13:43;2015-12-03 23:18:42;williams.com;75.204.36.246
1976-03-31 07:10:01;1986-01-12 06:00:39;frederick.org;152.115.100.61
1980-01-20 07:52:34;1976-04-17 19:47:56;williams.com;134.190.150.148
1988-04-05 03:25:33;1987-04-27 05:29:44;berger.net;36.123.161.140
2012-07-12 02:29:16;2003-08-20 21:10:38;green.info;114.83.18.237
2001-06-08 03:41:27;1981-03-30 18:11:32;frederick.org;2.72.127.103
2011-11-21 09:51:17;1983-03-17 16:30:53;patterson.com;16.224.30.198
1989-03-17 14:54:53;1988-11-19 04:56:59;ramos.info;159.72.240.157
2018-05-13 20:33:18;2001-01-22 21:38:17;allen.com;16.238.234.207
2021-10-07 05:51:35;1991-08-23 08:23:02;mclean.biz;46.181.249.30
2022-06-16 19:39:08;1998-09-30 01:58:21;jones.org;156.246.18.15
1984-08-08 09:54:14;1983-02-11 07:50:04;williams.com;101.224.208.172
1998-04-11 20:46:10;1987-01-29 20:36:30;patel-martinez.com;116.132.196.7
1976-04-11 23:00:52;2022-02-11 08:42:40;patton.org;99.29.229.165
2015-03-26 13:57:16;2018-01-11 12:29:16;patton.org;198.174.10.20
1988-11-03 09:35:06;2011-07-20 05:34:50;owen.biz;61.227.151.189
2002-06-17 04:49:19;1975-12-28 18:31:22;barajas.com;198.71.125.12
2004-11-04 01:30:17;1998-01-11 07:15:37;williams.com;21.127.24.54
1981-01-10 06:56:25;1986-09-23 21:16:55;chase-martinez.com;196.198.161.37
1975-07-27 16:47:29;1980-02-21 01:26:25;barajas.com;92.238.126.65
2001-04-01 13:28:37;2006-05-27 02:49:34;george.com;170.245.11.35
2021-06-07 01:54:26;1979-07-27 15:11:44;robinson-coleman.net;213.32.11.119
2003-10-31 14:41:30;1982-12-09 04:08:08;patterson.com;41.230.12.156
2004-07-20 20:31:03;1998-12-09 18:22:25;huff.com;59.196.213.177
1994-08-08 22:06:19;1975-08-24 15:37:13;mclean.biz;30.26.101.48
1997-03-08 06:22:37;2005-01-04 02:26:22;patton.org;209.90.39.187
1993-01-14 23:06:56;2018-07-16 08:29:18;allen.com;164.83.113.194
1988-06-19 17:06:35;2011-03-27 14:37:28;williams.com;42.136.32.179
1974-06-23 03:46:34;1984-07-31 00:56:23;allen.com;60.29.2.53
1990-05-14 12:57:43;2012-06-24 17:14:16;jacobson.com;170.196.230.20
2008-10-18 21:13:33;2009-10-14 08:28:43;valdez-hernandez.net;14.221.20.158
1989-09-14 14:35:23;1987-06-02 21:57:10;huff.com;13.133.85.42
1992-03-04 06:41:45;1989-05-02 23:08:12;patel-martinez.com;73.63.53.201
1976-07-17 10:18:00;2010-09-19 10:52:52;owen.biz;221.210.129.54
2002-01-31 19:17:01;2005-02-28 01:29:05;allen.com;211.194.19.166
2001-07-23 22:49:35;1972-09-15 06:03:59;mclean.biz;126.19.203.216
1973-03-02 22:55:17;1995-01-01 09:19:03;robinson-coleman.net;172.26.139.69
2023-09-09 19:57:47;2017-07-25 19:19:05;allen.com;220.130.192.251
1995-11-23 05:15:00;1990-04-26 03:36:34;mclean.biz;147.251.229.222
1980-06-15 00:57:00;1985-08-04 06:09:06;barajas.com;22.65.205.240
1973-11-09 15:19:21;1981-03-09 15:04:12;robinson-coleman.net;126.230.64.7
1980-12-03 08:35:42;1989-04-02 12:18:24;robinson-coleman.net;94.55.255.220
2022-02-24 16:02:33;1985-10-13 13:14:41;frederick.org;42.27.178.43
1997-02-05 21:49:23;1972-09-11 00:19:46;allen.com;122.126.249.167
1979-05-02 04:31:13;2019-03-20 19:56:45;williams.com;58.215.45.175
2008-11-20 15:41:29;2001-06-07 16:53:19;robinson-coleman.net;221.231.217.117
2014-01-22 00:34:27;2013-03-07 15:57:32;frederick.org;139.68.92.195
1979-05-20 08:18:24;2011-12-30 03:20:15;huff.com;191.15.112.195
1998-10-26 03:25:14;2011-12-10 19:38:46;mclean.biz;205.189.27.94
1987-02-25 23:19:00;2004-12-12 05:01:08;valdez-hernandez.net;87.206.56.245
1991-03-26 16:33:17;1978-11-09 05:36:14;chase-martinez.com;7.111.45.32
